,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,0.7,0.685,0.7,0.7050000000000001,0.6925,0.6675,0.6725,0.69,0.6599999999999999,0.7050000000000001,0.6775,0.6950000000000001,0.6699999999999999,0.6825,0.6675,0.6725,0.6875,0.7050000000000001,0.685,0.6725,0.69,0.6975,0.685,0.6950000000000001,0.7,0.28500000000000003,0.2725,0.3025,0.31,0.33999999999999997,0.3175,0.3,0.3225,0.3,0.2875,0.2675,0.2975,0.295,0.335,0.32,0.2925,0.3025,0.3125,0.2875,0.28,0.33,0.305,0.3375,0.2725,0.275
2,0.77,0.7566666666666667,0.7666666666666666,0.7716666666666668,0.7566666666666667,0.7283333333333334,0.7466666666666667,0.7683333333333332,0.7233333333333333,0.7616666666666667,0.755,0.755,0.73,0.7466666666666667,0.725,0.7366666666666667,0.7483333333333334,0.7716666666666668,0.73,0.7266666666666666,0.73,0.7600000000000001,0.7566666666666667,0.7583333333333334,0.7716666666666666,0.21166666666666667,0.20333333333333337,0.22166666666666668,0.24333333333333332,0.2833333333333333,0.245,0.22999999999999998,0.24833333333333332,0.2233333333333333,0.21999999999999997,0.19500000000000003,0.25,0.235,0.265,0.26166666666666666,0.21333333333333335,0.2333333333333333,0.24333333333333332,0.21166666666666667,0.20000000000000004,0.26666666666666666,0.22666666666666666,0.2783333333333334,0.21166666666666667,0.22
3,0.79625,0.785,0.79875,0.7962500000000001,0.79,0.76,0.78,0.7999999999999999,0.745,0.79625,0.78,0.7825,0.76125,0.78,0.7487499999999999,0.765,0.77375,0.8025000000000001,0.75125,0.76125,0.75875,0.7937500000000001,0.78625,0.7925000000000001,0.80875,0.185,0.16500000000000004,0.18875,0.205,0.25375,0.215,0.205,0.21625,0.19249999999999998,0.1825,0.16000000000000003,0.22375,0.20875,0.24000000000000002,0.21999999999999997,0.18,0.19499999999999998,0.20249999999999999,0.17375000000000002,0.16000000000000003,0.25,0.18874999999999997,0.25500000000000006,0.16875,0.1825
4,0.8039999999999999,0.807,0.818,0.8130000000000001,0.808,0.775,0.791,0.8099999999999999,0.753,0.817,0.792,0.796,0.7889999999999999,0.788,0.7539999999999999,0.787,0.791,0.8089999999999999,0.763,0.763,0.756,0.8140000000000001,0.8029999999999999,0.812,0.819,0.16099999999999998,0.14300000000000004,0.16299999999999998,0.191,0.238,0.197,0.19,0.187,0.182,0.16099999999999998,0.13600000000000004,0.211,0.179,0.21800000000000003,0.205,0.16399999999999998,0.179,0.177,0.152,0.14500000000000002,0.22400000000000003,0.16799999999999998,0.23800000000000004,0.14900000000000002,0.16
5,0.8174999999999999,0.8150000000000001,0.8275,0.8216666666666668,0.8241666666666667,0.7799999999999999,0.8008333333333333,0.8241666666666667,0.7591666666666667,0.8283333333333333,0.7991666666666667,0.8066666666666668,0.7966666666666665,0.8008333333333334,0.7699999999999999,0.7975,0.8008333333333333,0.8224999999999999,0.7741666666666666,0.7725,0.7691666666666667,0.8250000000000001,0.8083333333333332,0.8216666666666668,0.8308333333333332,0.14416666666666667,0.12833333333333338,0.14916666666666664,0.18166666666666667,0.2333333333333333,0.18500000000000003,0.17500000000000002,0.17583333333333337,0.16249999999999998,0.1475,0.12750000000000003,0.1975,0.1625,0.20750000000000002,0.19166666666666665,0.14916666666666664,0.1625,0.16749999999999998,0.1325,0.135,0.2066666666666667,0.1558333333333333,0.2291666666666667,0.135,0.14083333333333334
6,0.8228571428571428,0.8235714285714286,0.8292857142857143,0.827857142857143,0.8328571428571429,0.7864285714285714,0.8142857142857142,0.8350000000000001,0.7649999999999999,0.8442857142857143,0.8099999999999999,0.8150000000000002,0.8042857142857142,0.8121428571428572,0.7878571428571427,0.8042857142857143,0.7999999999999999,0.84,0.7792857142857142,0.7778571428571429,0.7785714285714286,0.8350000000000001,0.8192857142857142,0.8321428571428573,0.8428571428571427,0.13857142857142857,0.11928571428571431,0.1514285714285714,0.1757142857142857,0.2257142857142857,0.18285714285714286,0.16285714285714287,0.1642857142857143,0.14857142857142855,0.13642857142857143,0.12142857142857144,0.1907142857142857,0.1592857142857143,0.2,0.18,0.13857142857142854,0.16071428571428573,0.1514285714285714,0.12000000000000001,0.1192857142857143,0.20428571428571432,0.1464285714285714,0.23000000000000004,0.13285714285714287,0.13071428571428573
7,0.839375,0.8400000000000001,0.845625,0.84125,0.8475,0.801875,0.8343749999999999,0.8537500000000001,0.7806249999999999,0.8556250000000001,0.826875,0.8318750000000001,0.8224999999999999,0.8300000000000001,0.8049999999999998,0.82,0.813125,0.855625,0.79625,0.8,0.795625,0.8500000000000001,0.8318749999999999,0.8481250000000001,0.8537499999999999,0.136875,0.11125000000000003,0.13812499999999997,0.16125,0.220625,0.17125,0.149375,0.16125,0.14125,0.128125,0.115625,0.181875,0.14687500000000003,0.19062500000000002,0.17125,0.12562499999999996,0.153125,0.14062499999999997,0.113125,0.11000000000000001,0.195,0.140625,0.22375000000000003,0.125,0.116875
8,0.8483333333333333,0.8444444444444446,0.8516666666666667,0.8527777777777779,0.8561111111111112,0.8194444444444444,0.8411111111111109,0.863888888888889,0.7788888888888887,0.8672222222222223,0.8355555555555556,0.8416666666666668,0.8316666666666666,0.8400000000000001,0.8133333333333331,0.8155555555555556,0.8172222222222222,0.86,0.8016666666666666,0.8111111111111112,0.8022222222222223,0.8555555555555556,0.8355555555555555,0.853888888888889,0.861111111111111,0.12444444444444443,0.10944444444444447,0.1261111111111111,0.1511111111111111,0.2038888888888889,0.16000000000000003,0.14055555555555557,0.15333333333333335,0.13166666666666665,0.1211111111111111,0.10666666666666667,0.1727777777777778,0.1377777777777778,0.17777777777777778,0.17500000000000002,0.12555555555555553,0.15388888888888888,0.13055555555555554,0.10777777777777778,0.10111111111111112,0.18444444444444447,0.13833333333333334,0.22277777777777782,0.12388888888888888,0.11222222222222222
9,0.8629999999999999,0.8585,0.8644999999999999,0.8665,0.869,0.8355,0.8529999999999998,0.8755000000000001,0.7974999999999999,0.8805000000000002,0.8505,0.8535,0.8474999999999999,0.8530000000000001,0.8219999999999998,0.8265,0.834,0.8734999999999999,0.817,0.8270000000000002,0.8200000000000001,0.8680000000000001,0.8504999999999999,0.8675,0.8739999999999999,0.11749999999999998,0.10450000000000001,0.11699999999999997,0.14400000000000002,0.192,0.15150000000000002,0.1355,0.14600000000000002,0.12199999999999997,0.118,0.10350000000000001,0.166,0.13200000000000003,0.17450000000000002,0.17200000000000001,0.12,0.153,0.12149999999999998,0.099,0.09250000000000001,0.17750000000000002,0.134,0.21800000000000003,0.1145,0.1065
